,id,original_title,title,original_language,overview,tagline,release_date,poster_path,vote_count,vote_average,budget,revenue,runtime,status,adult,backdrop_path,genre_names,collection,collection_name,profit
11966,790034,멋진 신세계,A Brave New World,ko,A geek is left home alone and his negligence causes the spread of a deadly contamination that infects the entire local population and turns them into flesh-eating zombies.,,2012-04-05,/i8qvcAmJfmcycbEQTVsZP9q2qi6.jpg,0,0.0,1600000,636990,41,Released,False,/otWCWCUszxEQ0fiLn1iau5R2Vbn.jpg,"Horror, Science Fiction",,,-963010
11976,830358,Dindon Sauvage (La dinde noire),Dindon Sauvage (La dinde noire),fr,"She'll come back, the black turkey","« Je criais: ""Y'a une bibitte noire dans le salon"" »",2016-04-01,/oc0NGnt5oqcrvqA07f7m2ELtFY4.jpg,1,10.0,1,720,2,Released,False,/A7rElZwr0JyhbKxGkibglbXDLoy.jpg,Horror,,,719
12593,760145,El Mecánico,The Car Mechanic,es,"A woman has to rescue her friend, a prisoner of a psychopath who lives in a mechanical workshop.",A video minute slasher,2019-11-03,/oThhvdKlMzzGOJdmigkR9izrHmw.jpg,2,8.0,25,10,2,Released,False,,"Horror, Mystery, Thriller",,,-15
12965,311155,பிசாசு,Pisaasu,ta,A violinist experiences paranormal experience in his flat after a death of a girl who he tries to save due to accident. Later he realises that actually the spirit is helping him and he tries to find out who killed the girl by accident.,,2014-12-19,/u3dLe7SJa7FQeM5LICtkiw6LUA7.jpg,26,6.7,310000,1200000,114,Released,False,/s0q8WmfUi2FJmBZzHLjSH3ES7QQ.jpg,"Drama, Horror, Thriller",923369.0,Pisaasu Collection,890000
13216,385301,Munafik,Munafik,ms,"Adam is a Muslim medical practitioner who is unable to accept the fact that his wife is no longer in this world. When he agrees to treat a woman named Maria, strange and unsettling things start to happen.",,2016-02-25,/2QCDn4Z8RTOwSo2WweeoexWfV8W.jpg,16,6.6,393894,1058591,98,Released,False,,Horror,657773.0,Munafik Trilogy,664697
13434,236808,Pizza 2: Villa,Pizza 2: Villa,ta,Jebin is a writer who is trying to get his work published. He comes to understand his financial status after his father's death. There is also a villa in Pondycherry that has been bequeathed to him by his dad about which he had no clue till then. His ensuing journey to the villa sets the ball rolling for interesting events that get unfurled slowly.,One Way Ticket To An Unknown World,2013-11-14,/r4VwckXLxJCda7mHIRSZO1BlB4C.jpg,8,5.7,970000,2800000,102,Released,False,/uNPfFGkE3URin7laUMMLSnNwPVM.jpg,"Horror, Thriller",935280.0,Pizza,1830000
14057,3410,Sevimli Frankestayn,My Friend Frankenstein,tr,Turkish version of Young Frankenstein.,,1975-01-01,/5Om8z2htFLzKw7uVvBHflKkwdof.jpg,3,6.3,55000,100000,80,Released,False,,"Comedy, Horror, Science Fiction",,,45000
14427,27423,ล่า-ท้า-ผี,Ghost Game,th,"Ghost Game tells the story of 11 contestants who sign up for a scary reality show which forces them to confront the supernatural and their innermost fears. They're brought to an ancient war museum in Cambodia, which was used as a Khmer Rouge prison twenty years before. Thousands of innocent people were tortured and killed there during the Cambodian war in the 1970s.","500 Million Baht in Cash, 11 Contestant… Dare to Play?",2006-04-20,/9kL7KIUhJJLnmqINyUO7ueSZ6ky.jpg,6,5.2,20000,71896,100,Released,False,/kDOnCAuTRuOqXXWPt6uTI5igtgn.jpg,"Horror, Mystery, Thriller",,,51896
15074,210803,ผีไม้จิ้มฟัน,Vow of Death,th,"Ake, Whan, Don, and Moe are four high-school friends who always misbehave and never focus on school. When the time for their college entrance exams comes along, all of them decide they'll need some special help in order to pass. They visit a holy banyan tree and pray for themselves to easily pass the exams. Their wish is granted. However, when they come back to the holy banyan tree to redeem their vow to the tree, they find that the holy banyan tree has been cut down and transferred to be made into toothpicks! The foursome must now struggle to collect every little piece of the tree before their fortune reverses.",,2007-03-14,/vBt2X5Fv41zQfxKCFasIb11bHQq.jpg,3,4.0,1100000,560000,98,Released,False,/5cM1v5lPY5zsn2k3YJoEWnnnAGt.jpg,"Comedy, Horror",,,-540000
16051,496587,Shaitan Tantrik,Shaitan Tantrik,hi,A 1999 Indian horror film.,,1999-10-15,/l0D1gLJ5c9bo2oNAHNiWrxTXC1b.jpg,0,0.0,31600,21725,109,Released,False,,"Fantasy, Horror",,,-9875
16767,547177,پری,Pari,ur,"When their daughter exhibits strange behavior after moving into their new home, a couple must come to terms with who she really is.",,2018-02-02,/AgkjdSuzpVyyReDcdkevFRTIztm.jpg,5,4.8,142575,12397,112,Released,False,/qkMrOWUjR9hmSewOJX6QB5EwG53.jpg,Horror,,,-130178
18798,23936,អាប,Lady Vampire,km,"Based on the Southeast Asian mythology of the ""Krasue."" The ""Krasue"" is the floating head of a vampiric female ghost which has internal organs that hang from the ghost's neck.",,2004-08-24,,4,5.0,9000,1000000,120,Released,False,,Horror,,,991000
19019,79282,Reincarnation,Reincarnation,ja,"A Japanese actress (Yuka) comes face to face with a slew of restless spirits when she signs on to star in a horror film -- the true story of a crazed professor's murderous rampage that left 11 victims, including his young daughter, in its wake. But the film being shot at the very site where the grisly killings took place. Takashi Shimizu (The Grudge) directs this darkly mesmerizing tale of crime, punishment and redemption.",,2004-01-01,/D9afP6FaqlOjn8ZVQFxno8HcJd.jpg,2,6.0,100000,4274679,95,Released,False,,"Fantasy, Horror",,,4174679
21093,340975,Nunca asistas a este tipo de fiestas,Nunca asistas a este tipo de fiestas,es,The story of a retired general and his son face to face with six crazy teenagers.,,2000-05-10,/3R4WcmsQmPXh51JwkUzTJuEyh8.jpg,0,0.0,10000,1000,70,Released,False,,"Comedy, Horror",,,-9000
23074,452343,اثیری,The Ethereal,fa,"Nollywood yoruba language movie with full english subtitle, Asiri (yoruba for Secrets) is a tale of three child hoodfriend who reconnect after a very long time away from each other only to find out that they all share secrets that interconnect them in dubious ways",,2002-01-01,/hS6ydmVjiHq737ZB0xATEtKT8Hk.jpg,0,0.0,10000,10000,83,Released,False,/miDleYjaU6QT5E0v4yalEj8HzlO.jpg,"Drama, Horror",,,0
23811,495120,Shob Bhooturey,Shob Bhooturey,bn,"Aniket (Abir) and the editor of his late father’s horror magazine, Kripadhar Babu (Supriyo), visit an eerie little village called Kushumpur with their mysterious companion Nandini (Sohini) to discover the sad truth about a haunted school there.",,2017-09-08,/78ljVZkG4R13pcWJdefIZPWlcCr.jpg,2,8.0,250000,225000,108,Released,False,,Horror,,,-25000
23842,496542,Khopdi: The Skull,Khopdi: The Skull,hi,A girl is raped by four men who dies after the incident but her spirit takes revenge.,,1999-07-30,/aaCYudw1axFrY1g7sQ7THavLOAi.jpg,0,0.0,31600,39500,91,Released,False,,Horror,,,7900
23845,496560,Maut Ki Dahshat,Maut Ki Dahshat,hi,A 2004 Indian horror film.,,2004-04-16,/1M2lh0KrwGB0BHcHJGQGRihtI77.jpg,0,0.0,23700,21330,104,Released,False,,Horror,,,-2370
23896,499727,Chudail No. 1,Chudail No. 1,hi,Chudail No. 1 is a horror film where a raped girl becomes a witch to get revenge against her rapists.,,1999-07-16,/hhPuF6eJlNxyFevQG6MWzJ3oGmq.jpg,0,0.0,31320,26622,92,Released,False,,Horror,,,-4698
23898,499732,Ho Sakta Hai!,Ho Sakta Hai!,hi,"Mohan is a medical student who lives in the United States. One day, he receives a strange phone call from his grandfather asking him to come back to his native village in India. Once he arrives, he finds out that his brother and sister-in-law have mysteriously disappeared.  Moreover, his little cousin Tanaji survived, but is behaving very strangely, he never speaks a word, gets up in the middle of the night, sometimes suddenly turns cold, and mistreats his toys. Mohan tries to solve the mystery, but fails to find a rational explanation for all the creepy things that happen. Everything points in the direction of the caretaker's wife, Parvati, who performs rituals of black magic.",The Poison of Power,2006-03-30,/f7tBDjnd2aQ0qiKQLJCNVLIYyPh.jpg,0,0.0,195750,12528,102,Released,False,,"Crime, Drama, Horror, Thriller",,,-183222
23903,500060,Tahkhana,Tahkhana,hi,"Baba puts an evil spirit in Shabnam body and Shabnam kills a village man in the Jungle. When Thakur Mahendra Pratap comes to know about this from his brother Vijay, he takes job of finding that evil. He goes in Jungle and finds Shabnam and brings her to the village and villagers hang her till death.  But after sometime Baba comes there and takes Shabnam's body while Karishma and Vijay are going through Jungle. Baba arrests Vijay and by his Kali Shakti he puts Shabnam's soul in Karishma's body by which she kills her mother. Thakur sends Sonam to Mama. Day-by-day villagers find dead bodies in the village and Gullu suspects Karishma.  After some years Sonam comes to haveli with Rahul and her mama and at the same time a doctor is murdered by Karishma. Another day Gullu was also killed. Rahul suspect on Baba and they follow Baba. Baba traps them and there they come to know Vijay is alive.",,2001-06-01,/pMcUpyAc1VaS38KJD96DH8Bd0vX.jpg,0,0.0,23505,18412,90,Released,False,,Horror,,,-5093
23905,500064,Dafan,Dafan,hi,"Puja who is a girl who sees things in her dreams before they happen. Thakur Jagir Singh wants to make his house an orphange after he dies but Dharampal is after his property.  He kills Thakur Jagir Singh but Puja has witnessed this in her dream and knows who the killer is but she can't find where the murder happened and who was murdered.  Puja fiance is a police inspector and goes to investigate Thakur's muder and it is there she sets eyes on Dharampal. When Dharampal finds out that she knows who the murderer is, he and his friends kill her and it is her spirit that takes revenge.",,2001-03-15,/7BzvDkZwXvXtL9XVPpTTekMiBO7.jpg,0,0.0,39175,32124,100,Released,False,,Horror,,,-7051
23906,500066,Darinda,Darinda,hi,A 2005 Indian horror film.,,2005-12-09,/fA7zgIs98wXGnyzMgoyby8q0ScI.jpg,0,0.0,31340,27814,76,Released,False,,Horror,,,-3526
23907,500071,Duplicate Jaani Dushman,Duplicate Jaani Dushman,hi,The film is about a thakur who kills newlywed brides on their wedding nights but nobody is aware its the thakur. The film is a remake of the 1979 film Jaani Dushman.,,2003-09-05,/3L6CeWBmJSkZ0n5s92XFOmHIyVv.jpg,0,0.0,47010,83051,87,Released,False,,Horror,,,36041
24612,547630,منطقة محظورة - قصر البارون,Restricted Area: Baron Palace,ar,"Film team decides to make a documentary about the famous Baron Palace, but after several attempts eventually led to catastrophic failure to extraction the necessary permits to shooting inside the palace, the team members decide to break into palace & shooting inside without permits, which put them in serious problems are endless.",,2016-11-16,/1MeuGUQ9WH4F0OnIGw28CFzqarI.jpg,0,0.0,250000,400000,85,Released,False,/4sX8jKuVok0bM16pmvnfi8Mc6gx.jpg,"Horror, Thriller",,,150000
25627,612635,Vermelho Vivo,Bright Red,pt,Filipe Santos is a man whose wife has been brutally murdered. The police can't find the killer and Filipe starts an investigation on it's own. However the more he searches for the truth the more twisted his methods become.,Revenge is only the beginning,2014-05-07,/xYYQp5d2GOBH4SsYmoHEtn73Jzy.jpg,0,0.0,350,550,9,Released,False,/anus0ui4wsqe19tn0pKgUF7YLN0.jpg,"Horror, Thriller",,,200
26842,691819,L'Attache,The Attachment,fr,"Clara and Paul are an ordinary couple. However, Clara's overprotection towards Paul could well shatter all their tranquility, even lead them to death ...",,2019-07-16,,1,9.0,50,100,9,Released,False,/A0Lggnxf1LJS8WkB23wVFDILdSO.jpg,"Drama, Horror",,,50
28553,778877,Cabeza Perdida,Cabeza Perdida,es,,,2020-12-24,/hBhMjctcvYtm1Dc5Dp0exqx0b7H.jpg,2,8.0,50,50,16,Released,False,/ypKlBIQWVRbVjVMWer2dBXBFryG.jpg,Horror,,,0
30741,906250,Hiraeth,Hiraeth,de,"The story of a lonely young man as he inexplicably wakes up in his dark and empty apartment one day. What follows is his journey through this mysterious and unrecognizable world he is thrown into. As he tries to grasp the surreal occurrences happening around him, he comes closer to unraveling the truth behind his existence and his dark past.",A sense of regret,2021-11-21,/aenzWo6w0Md88HlkSCs8c9TmEeX.jpg,2,10.0,1465,204,13,Released,False,/lrIIduMKbjOuUyDEvo1u3mqphwD.jpg,"Horror, Mystery",,,-1261
